81 00
47 01
30 02
14 03
14 04
6 05
7 06
13 07
22 08
17 09
21 10
34 11
22 12
23 13
35 14
23 15
40 16 
49 17 
74 18
53 19
66 20 
102 21
130 22
115 23

